,id,conversation_id,created_at,date,timezone,place,tweet,language,hashtags,cashtags,user_id,user_id_str,username,name,day,hour,link,urls,photos,video,thumbnail,retweet,nlikes,nreplies,nretweets,quote_url,search,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
0,283703150123315200,276194361442705408,1356475076000.0,2012-12-25 22:37:56,+0000,,@KarlSchroeder Interesting premise. I will read it.,en,[],[],44196397,44196397,elonmusk,Elon Musk,2,22,https://twitter.com/elonmusk/status/283703150123315200,[],[],0,,False,4,5,2,,None,,,,,,,[],,,,
1,283694250980429824,283529317722488832,1356472954000.0,2012-12-25 22:02:34,+0000,,@TristanLaurent V cute! Merry Xmas.,en,[],[],44196397,44196397,elonmusk,Elon Musk,2,22,https://twitter.com/elonmusk/status/283694250980429824,[],[],0,,False,3,2,0,,None,,,,,,,[],,,,
2,283040346538115075,283040346538115075,1356317052000.0,2012-12-24 02:44:12,+0000,,Cowboy riding the rocket no problemo  http://t.co/YZdNpwX3,en,[],[],44196397,44196397,elonmusk,Elon Musk,1,02,https://twitter.com/elonmusk/status/283040346538115075,[],['https://pbs.twimg.com/media/A-2PshDCAAA86B1.jpg'],1,https://pbs.twimg.com/media/A-2PshDCAAA86B1.jpg,False,175,36,161,,None,,,,,,,[],,,,
3,283037363763032066,283037363763032066,1356316340000.0,2012-12-24 02:32:20,+0000,,Single camera view of the 40 meter rocket hover  http://t.co/Zlh7xC7T,en,[],[],44196397,44196397,elonmusk,Elon Musk,1,02,https://twitter.com/elonmusk/status/283037363763032066,['http://youtu.be/Zz-NYeH-CEY'],[],0,,False,108,31,196,,None,,,,,,,[],,,,
4,283034463372464129,283034463372464129,1356315649000.0,2012-12-24 02:20:49,+0000,,Then we took him for a ride: 40 meter hover flight vid of the SpaceX Grasshopper test rocket  http://t.co/2563ykr2,en,[],[],44196397,44196397,elonmusk,Elon Musk,1,02,https://twitter.com/elonmusk/status/283034463372464129,['http://youtu.be/B4PEXLODw9c'],[],0,,False,140,48,313,,None,,,,,,,[],,,,
5,283032287602413568,283032287602413568,1356315131000.0,2012-12-24 02:12:11,+0000,,"To provide a little perspective on the size of Grasshopper, we added a 6 ft cowboy to the rocket  http://t.co/3NMYJqmd",en,[],[],44196397,44196397,elonmusk,Elon Musk,1,02,https://twitter.com/elonmusk/status/283032287602413568,[],['https://pbs.twimg.com/media/A-2IXbMCEAAwU3H.jpg'],1,https://pbs.twimg.com/media/A-2IXbMCEAAwU3H.jpg,False,215,28,201,,None,,,,,,,[],,,,
6,281541900916371457,281541900916371457,1355959794000.0,2012-12-19 23:29:54,+0000,,Very much agree with this great review of Chasing Ice on Ars Technica  http://t.co/bzMQQyAk,en,[],[],44196397,44196397,elonmusk,Elon Musk,3,23,https://twitter.com/elonmusk/status/281541900916371457,['http://arstechnica.com/science/2012/12/glacier-documentary-chasing-ice-is-stunning-somber/'],[],0,,False,30,10,50,,None,,,,,,,[],,,,
7,281207435140685824,281207435140685824,1355880051000.0,2012-12-19 01:20:51,+0000,,"Thanks! “@ev: Have driven a Tesla Model S 50 miles now. It's clearly the iPhone of cars—by far the best car ever made.""",en,[],[],44196397,44196397,elonmusk,Elon Musk,3,01,https://twitter.com/elonmusk/status/281207435140685824,[],[],0,,False,68,28,88,,None,,,,,,,[],,,,
8,280739170903789568,280739170903789568,1355768408000.0,2012-12-17 18:20:08,+0000,,A beautiful and awe-inspiring view of Earth from the International Space Station  http://t.co/434j058M,en,[],[],44196397,44196397,elonmusk,Elon Musk,1,18,https://twitter.com/elonmusk/status/280739170903789568,['http://youtu.be/3burujJOWRA'],[],0,,False,200,23,325,,None,,,,,,,[],,,,
9,279598935641833474,279598935641833474,1355496555000.0,2012-12-14 14:49:15,+0000,,Good piece on volcanoes “@DanRetz: The USGS would seem to disagree.  http://t.co/evnCgdC4”,en,[],[],44196397,44196397,elonmusk,Elon Musk,5,14,https://twitter.com/elonmusk/status/279598935641833474,['http://volcanoes.usgs.gov/hazards/gas/climate.php'],[],0,,False,23,8,13,,None,,,,,,,[],,,,
10,279597699945361408,279591897473896448,1355496260000.0,2012-12-14 14:44:20,+0000,,@prbowman Roughly equivalent to a 747 flight from LA to London (one way).,en,[],[],44196397,44196397,elonmusk,Elon Musk,5,14,https://twitter.com/elonmusk/status/279597699945361408,[],[],0,,False,10,4,0,,None,,,,,,,[],,,,
11,279597307673067520,279591897473896448,1355496167000.0,2012-12-14 14:42:47,+0000,,@ImprobableToad That's why I'm a believer in solar power. We have a giant fusion reactor conveniently located in the sky.,en,[],[],44196397,44196397,elonmusk,Elon Musk,5,14,https://twitter.com/elonmusk/status/279597307673067520,[],[],0,,False,11,1,10,,None,,,,,,,[],,,,
12,279591897473896448,279591897473896448,1355494877000.0,2012-12-14 14:21:17,+0000,,"Exactly MT ""@DanRetz IMHO: continuing the uncontrolled experiment of adding co2 to atmosphere is a bad idea.”",en,[],[],44196397,44196397,elonmusk,Elon Musk,5,14,https://twitter.com/elonmusk/status/279591897473896448,[],[],0,,False,25,21,57,,None,,,,,,,[],,,,
13,279586009954516992,279586009954516992,1355493473000.0,2012-12-14 13:57:53,+0000,,It is hard to argue with a thermometer. Global warming is real and accelerating. Wish it wasn't.  http://t.co/wB4w9coU,en,[],[],44196397,44196397,elonmusk,Elon Musk,5,13,https://twitter.com/elonmusk/status/279586009954516992,['http://news.yahoo.com/ap-gfk-poll-science-doubters-world-warming-080143113.html'],[],0,,False,42,27,145,,None,,,,,,,[],,,,
14,278953918338326528,278953918338326528,1355342771000.0,2012-12-12 20:06:11,+0000,,Cool video recap of the big events of the year by Google #Zeitgeist2012  http://t.co/FZjy4vkL,en,['zeitgeist2012'],[],44196397,44196397,elonmusk,Elon Musk,3,20,https://twitter.com/elonmusk/status/278953918338326528,['http://google.com/zeitgeist/2012'],[],0,,False,65,12,119,,None,,,,,,,[],,,,
15,278918251730305025,278917625273262081,1355334267000.0,2012-12-12 17:44:27,+0000,,"@Neowolf2 Relative to kerosene, methane is not prone to coking, but we would run v high purity anyway for max Isp.",en,[],[],44196397,44196397,elonmusk,Elon Musk,3,17,https://twitter.com/elonmusk/status/278918251730305025,[],[],0,,False,6,1,0,,None,,,,,,,[],,,,
