20360	49390
22123	64318
22391	13610
24826	55745
21268	63764
21041	61044
21091	71294
20159	20123
23058	21574
23457	66557
20899	20977
20149	20141
20128	20129
22973	61042
23594	23719
22193	63083
23274	64659
24395	13687
24129	66568
20000	19722
24473	24373
21996	64823
24502	25660
23354	20915
23672	61279
20951	55550
21415	65390
20951	72528
21264	65957
22074	27201
20378	51287
24220	55773
23818	61049
21322	61042
23841	14930
24371	13679
23250	63935
23410	8287
20684	57512
24360	24440
21395	62941
23241	3394
22440	950
21288	16267
24593	29440
20125	20128
22290	63645
24360	25640
24361	25637
24371	24468
21367	61042
23109	10085
24445	24480
20300	72504
20951	73108
21077	61129
24474	9161
20089	20078
21264	22158
22639	62131
22840	62379
24435	24407
20099	52283
20951	71225
22454	61108
24470	10807
20162	20041
20599	64491
20661	66289
21987	61412
23337	61133
20968	61144
24418	74268
20096	50766
20748	55628
24130	24148
24502	59792
24021	66270
21395	61135
24843	71796
20130	20133
20300	73212
22211	23012
22414	61954
24320	66586
24413	24435
23797	68124
20951	71805
21988	29617
24401	53003
20829	27201
24389	75289
24462	9153
20360	49629
22392	11021
23580	59425
24431	24467
23000	49546
20498	73600
23422	20864
24056	60156
21490	3375
22245	61068
20511	61082
21544	61087
20300	66384
22833	63386
22603	28940
23031	8146
23570	16023
24363	58768
23461	66207
24532	15286
24438	24410
24486	66647
23054	62147
20766	21115
22711	22500
21538	18600
22130	4999
22049	49608
23515	24362
21045	61898
21847	63648
22185	22500
23672	22147
23797	71434
24450	24377
23768	15530
23814	66382
24443	24445
20605	73553
22025	64909
21254	61042
24222	51861
21898	49735
24843	73212
20158	20147
20875	20879
24836	29119
24213	24199
24467	24427
22816	10135
21274	21528
20479	66503
23436	50956
20891	72531
23797	61118
23917	10578
24206	24192
20378	68135
23081	72498
24384	24445
21483	62451
23546	23573
23822	15089
24398	66609
22214	64568
20134	64083
20251	20247
23318	22649
23890	14413
20601	73566
21490	52227
21345	63415
24429	24356
22500	22958
24950	71813
23119	61075
24502	74268
21278	10540
22108	61247
21316	62918
23383	63377
23212	61132
20378	15164
20859	61261
20603	61223
24446	24444
21264	23119
23053	61107
21345	25706
24137	66373
24164	24148
24409	53014
20000	17250
24396	24392
24364	72295
22661	66151
21490	16667
20360	73919
20296	20316
22962	61279
23472	14003
22391	6989
20891	63292
24477	66640
20104	63074
21400	24102
24479	58746
23596	22661
20951	18517
24320	66288
23822	7586
23000	61258
20300	16610
20388	73383
20596	53015
23020	22927
24496	24358
