45597	38886
47637	48398
49543	49716
47518	47514
49873	49259
47531	44727
49682	49683
45106	29769
46795	47637
48369	50010
49794	49797
45400	42090
45871	30520
46774	31291
46754	41096
46792	6730
46230	31588
46718	38588
47203	47497
45593	34145
45193	31128
47955	47957
48300	36456
45596	38852
49429	72507
46332	46250
47332	44815
49545	49539
49633	61125
46255	46311
47806	31600
45977	38895
49678	15936
47331	38887
46945	31392
47340	47511
49360	40147
49564	51788
49904	30159
46979	12760
46289	46259
47953	12361
49594	10292
47593	50095
47516	47298
47305	38878
49259	3824
47332	34149
46273	31600
46323	46257
46689	44558
46855	45350
45978	38857
46299	44870
46888	35924
46258	12752
47510	45978
49814	49818
49427	12438
46338	36952
47510	38762
49773	29654
49699	54722
49541	5
46314	46250
47306	38886
46324	39017
47512	47511
48421	44384
48584	32857
45207	48755
45093	45119
46735	44384
46226	31600
47511	42435
47295	47298
49259	12697
45892	45917
49564	59102
48300	36187
46286	46308
49598	12692
45889	38747
46867	29752
49794	36951
46834	46847
49422	73588
46269	46309
46974	46677
46318	46297
47341	38756
47295	38742
46299	46270
48388	48373
45069	46229
47203	29752
47528	47298
49429	73335
49867	41793
45043	73485
48399	29769
47304	42438
47341	42793
47497	37829
45887	44384
49608	71610
46338	46330
46250	46321
47511	38856
49545	63977
49429	55523
45878	47524
46331	50890
46834	37021
45871	30760
47564	36970
45350	46894
49390	55132
47299	38860
49246	24320
49552	55626
48528	44384
46870	37547
45029	49884
48300	36579
49553	26287
47507	38975
47514	44385
49713	51870
46689	46692
46250	38136
49699	12540
49883	38276
45977	38772
46234	31594
48537	48610
49390	71915
47332	38866
47340	42426
47301	38738
49613	12860
46791	33253
46894	35407
49552	15989
49854	38833
49771	36952
47511	34143
49124	46854
49912	12626
45589	45942
49567	38832
45948	45952
46285	46291
45372	48743
46300	49624
47497	46887
49608	62232
49744	71621
46267	48251
47517	38856
49778	71609
45878	38907
49552	71977
49912	15752
47294	47304
49553	20951
48300	48797
45889	34142
48767	44384
45093	45220
47528	30168
47955	46397
46890	41799
47512	38883
49545	63056
49758	49759
47520	44809
47516	44812
45317	44770
46309	49353
48300	36302
46890	44561
49305	66118
49605	60973
49390	66659
47524	42443
49363	59122
49387	74146
48618	48537
49600	73521
47295	38875
48595	48706
49754	44778
48435	44384
49246	55655
49387	54954
46331	46273
45595	38868
49429	73212
49553	72651
45105	41784
47309	38780
49633	51923
46313	46257
46341	50818
47517	47291
49387	49776
46270	38138
49444	61042
47511	38749
47512	42789
49246	59682
45978	42792
46304	46278
48586	48571
49736	40337
49638	28794
49912	73513
49615	12980
46305	12813
49730	75169
49553	28607
49612	49637
45977	44385
45978	38767
46275	42071
46285	46340
47509	35095
48537	38213
46270	46333
49699	12393
47514	38731
49224	56771
47301	38855
47516	38755
45069	12710
49456	12975
46297	46250
49651	72168
47332	42438
48139	13022
49283	67958
49361	38365
45316	30321
46271	46255
46335	46299
46342	46284
46344	46267
47297	30164
46791	29833
46327	38835
47517	38749
49552	71844
46336	46318
46701	46854
46311	38835
49778	60135
49305	25467
47512	47341
47187	44384
47307	38738
45942	42474
45944	41973
49543	71138
49778	57482
45093	45353
49416	55501
47955	46662
49541	48779
49704	29654
49387	6721
46334	46322
46685	45114
48428	48489
45163	12519
46296	41982
49234	27949
47955	47484
45480	48428
49712	49213
45321	45207
49638	28254
49691	26760
49348	12510
45871	30850
48693	44384
49607	55297
47292	38743
46854	43647
45149	48033
47295	45595
45593	44386
48605	48537
48508	39046
46280	50105
46230	31577
46334	38133
49552	61988
46848	30521
46886	37020
45913	45336
48667	48537
46331	32525
49437	32524
49627	25546
49457	29654
46268	48251
49429	72486
49305	22934
46322	46273
45891	47333
45345	45493
47508	38873
47806	31573
46754	46847
47522	47307
47300	38734
49390	28984
45978	34152
47304	43570
46944	35487
49564	72571
49576	10578
49837	50964
45105	46692
46282	38833
47341	30168
47517	34143
48102	48106
49305	49708
48102	13022
49633	73522
46335	36952
45978	38898
46329	46333
48778	48785
45890	47304
46322	38136
47510	38735
46328	46319
46313	47319
47636	44384
45017	44384
46280	46343
49564	61082
45891	45978
46326	46339
46326	38132
46306	46342
47806	46234
46346	46343
49778	57981
45439	45208
47340	44811
48635	35081
45069	31594
49302	15370
49778	28980
47511	42430
47068	47108
45454	46867
45878	35099
49390	61138
47331	30164
47304	47295
45142	12519
49778	73276
49564	59131
48300	36208
46252	46269
46328	38134
46727	46685
46276	46283
46327	46297
47513	45596
49545	67341
49713	73330
47340	30330
49431	20598
47341	35098
45444	31392
49246	57851
49647	66583
45588	41973
45979	38159
49460	64779
49600	71206
47300	34124
47513	43912
46886	37455
46781	45350
49612	12469
45350	47497
49611	27300
49651	66266
45495	51208
46867	30683
47339	38748
49638	28373
49735	3826
47525	43385
49598	27082
