25655	53028
28245	68174
28671	28925
27754	71915
26592	72116
29163	29189
25980	59010
28257	59251
25675	25678
29831	29835
27308	73879
29347	52977
28254	25848
29991	34146
26544	72841
25664	25688
27288	71054
25919	25974
27122	70995
25282	17858
26703	62217
28341	69766
28594	55637
25710	52098
25636	52193
28936	55515
27708	21720
26498	63337
26946	65321
29347	25686
25834	66576
26690	55560
28174	71026
25645	24442
27953	73566
25672	24401
27258	71253
26391	73215
28287	49778
28539	66670
27943	72987
25407	66542
25445	23788
29067	25980
26287	12540
27553	10098
29992	38867
28070	71094
27756	20317
28940	27799
28689	73519
25269	52948
25897	13632
29198	29130
28254	28686
26923	55048
28936	73185
27686	71242
28464	71944
25668	25691
27152	26327
25646	26075
26066	25639
28936	72476
29184	12393
27358	6994
25332	52635
26436	73962
26569	55565
25690	24366
27754	27518
28058	27701
29026	52521
25676	52992
29488	29503
25638	25664
26544	66294
28130	55520
25593	24129
28994	74924
29688	29654
25545	27224
27145	70995
25785	66294
27258	64909
27341	57547
28794	72466
27408	71248
25453	13635
26593	71223
26217	71208
27680	70995
28260	11034
28523	55873
29058	58838
28287	66306
26079	66617
26246	55542
26569	72466
28650	49633
27123	27137
26251	70995
26690	71206
28936	72024
28740	28495
27262	15752
25528	11972
28182	49651
29348	24442
26250	71669
25655	52981
26920	70995
28105	70995
25303	24274
25526	52323
26147	66543
27935	58748
26441	57467
25453	66532
25654	3057
25672	53003
29152	58264
28873	71228
27358	27408
26327	14810
26391	27674
29494	29503
26424	70995
27762	73516
26737	26369
25139	19416
28148	73276
25469	56653
25532	27982
28833	71777
27208	61048
27366	27079
25818	12385
25553	66589
28958	66196
28148	28980
29916	33916
25467	66311
29184	56742
25469	74146
25268	71784
28661	71915
27789	28671
28032	22024
27422	26360
25303	66590
27722	72350
26544	72452
25269	25697
27267	25719
25526	66575
26405	50575
27159	51361
28937	49607
28980	71770
27762	63670
29188	55721
26525	26493
29991	38854
25804	66547
28373	49576
25638	24409
25579	51919
25132	72343
26121	60965
27754	72841
27016	28708
25667	53004
26606	29093
29312	25972
27228	73277
25529	61061
28060	28669
28209	3435
27363	14110
29992	38750
27278	61050
29651	66294
27829	68358
28182	71275
28159	16577
28980	49776
25675	52970
27201	62296
25848	52730
28980	72350
28671	71917
26973	61607
27408	66096
25273	54692
29263	25502
27167	28143
29629	65088
25268	73184
25661	25654
25622	14628
28984	55501
28597	22854
25637	53020
28651	65145
25769	66566
26542	73143
27208	68133
29102	54632
25718	66595
26147	59682
29065	25312
27731	70995
26148	7123
25679	53017
29135	29187
28940	73484
25654	52997
29739	44384
26287	55499
29041	26581
26369	70995
25967	14439
25453	55656
25279	66558
25282	56645
29655	39832
29137	72466
27829	71220
28650	56267
28143	71223
26405	62161
26718	71796
26287	27829
25438	51287
25675	55043
28705	49776
29191	29190
26148	25453
27345	28994
29503	29488
25622	55873
26441	71206
28984	73375
29152	29148
26544	55078
25650	24429
29440	22383
29758	46871
26530	72640
29287	10707
25564	52948
25593	56827
26508	71806
27754	71259
25534	14558
27258	73354
25641	25669
26593	49643
27081	71738
27258	28143
26569	72155
27762	71843
28687	65145
27141	28070
25675	52639
29597	21140
27707	27756
28257	11025
27518	71420
29759	37709
25772	66289
26592	56645
27829	24843
29188	55512
25659	52639
25684	24430
29651	55083
28703	71420
25453	58305
25332	51833
25648	53028
27167	11017
26607	71253
27275	26441
28733	61066
25616	25303
25967	51361
25469	66658
29166	9839
25667	51261
26369	73598
27284	11674
28980	12469
26951	71300
28760	72451
27436	63460
29931	29947
29137	71834
27421	71225
28973	72244
25645	25674
28143	55533
27386	64468
26031	15554
25279	14003
27408	51870
25834	20300
26592	55340
27358	71248
25678	52981
27383	27066
27076	66677
27734	71302
29180	7290
29188	66324
25804	66569
28760	71049
26307	3286
27046	2365
28873	55695
25461	25377
26567	73147
25943	25943
26441	26569
29171	10414
28039	73043
28607	56653
26569	73043
28495	66682
29121	29154
29184	73185
25677	25644
25591	10693
25652	52982
25769	7796
28130	73522
26558	26339
29065	66549
27208	56213
26593	3375
26327	73358
25407	55661
28182	50738
27294	71248
25637	25664
27817	27857
27826	72466
28661	55505
29913	29915
27208	71834
27553	6593
29710	36977
29416	54999
29752	31024
29041	64596
26081	26063
26211	72661
25534	66378
27079	28234
25469	52633
25370	13613
26369	26718
28786	71873
28124	12325
27333	27145
29065	25453
27160	27729
25972	25834
27946	29050
25012	29263
25980	66540
25552	55661
29168	10419
29201	29135
28360	15481
28510	29184
27553	14810
25438	61321
29752	46682
29138	29200
28082	70995
27208	61138
28495	59687
28760	54679
29172	56617
28607	7134
28661	73516
28820	71824
27167	73212
28287	71019
27722	55499
26558	72085
26300	26544
29643	29631
29831	29862
28661	28936
28866	3649
29192	29119
25976	24034
25438	16196
28366	28361
28705	28925
28074	15139
25834	62140
29287	10217
27209	71034
25687	55571
27986	14423
26300	27518
25502	9941
28597	55165
29135	58273
27518	71275
28650	10191
25282	55651
29376	29380
27209	49778
28973	63337
27548	73383
25579	61113
25469	25445
26252	72085
29759	46886
29833	46752
25876	55160
25672	24374
25686	74668
26594	26327
27754	73519
28873	55544
25201	52283
25407	66549
26718	28728
28373	12626
25132	24418
27813	26441
28418	70995
26544	72234
25266	13314
28032	28980
29651	66384
26179	57482
28373	14583
26441	63670
25706	66169
29287	52946
27722	73519
25804	51268
28737	13798
28952	57868
26592	10025
25834	22108
25058	73661
26544	71664
26889	73422
29137	71420
25636	53029
27789	71247
26592	55719
27122	66503
25697	71027
28544	72447
25676	53021
27167	71796
29263	12174
25834	3388
25638	25637
28495	71441
26593	55875
25268	51807
25637	52978
26217	71219
27422	71917
26245	27427
28145	28178
25051	16343
27128	21171
29041	52228
29221	29130
25653	13685
28936	66306
27813	71019
29651	26544
29651	18919
28794	71209
29168	2103
26817	70995
29863	35005
25282	63547
25438	61112
26429	62789
29722	44384
25269	28958
26147	66546
26718	28287
25268	52627
26558	71876
25453	66559
26307	17518
29347	52997
27789	28182
25782	15554
26530	72486
28366	74334
29196	29165
28944	26403
25706	20754
27295	58968
28143	50739
25445	66300
25552	14483
26951	20317
27167	55509
29078	27295
29168	2803
27701	27700
25139	73021
26429	62217
25445	73004
26079	61198
27764	49735
28774	71874
25279	61079
28245	24560
26246	72667
28159	14324
29129	29189
28138	59203
28148	29137
26307	72940
26516	66265
27137	16004
27762	49651
26621	71917
28233	73220
28940	72830
